SubBank	QuestionText	QuestionType	Choice1	Choice2	Choice3	Choice4	Choice5	Grade1	Grade2	Grade3	Grade4	Grade5
JSP - JSTL-Knowledge	"Carefully read the question and answer accordingly.
Using prefix c to represent the JSTL library, which of the following produces the same result as <%= var %>?"	MCQ	<c:var out=${var}>	<c:out value=${var}>	<c:out var="var">	<c:expr value=var>		0	1	0	0	
JSP - JSTL-Knowledge	"Carefully read the question and answer accordingly.
Which standard tag you choose to implement the switch functionality using JSTL?"	MCQ	<c:forEach>	<c:when>	<c:if>	There is no standard tag for switch		0	1	0	0	
JSP - JSTL-Knowledge	"Carefully read the question and answer accordingly.
Which attribute of <c:if> specifies the conditional expression?"	MCQ	cond	check	expr	test		0	0	0	1	
JSP - JSTL-Knowledge	"Carefully read the question and answer accordingly.
Which of following are standard JSTL?
1.http://java.sun.com/jstl/xml/fmt
2.http://java.sun.com/jstl/core/fmt
3.http://java.sun.com/jstl/xml
4.http://java.sun.com/jstl/sql
5.http://java.sun.com/jstl/core"	MCQ	1&2&3	2&3&4	1&2&4	3&2&5	3&4&5	0	0	0	0	1
JSP - JSTL-Knowledge	"Carefully read the question and answer accordingly.
Consider the usage of JSTL forEach tag  in the following code snippet: 
<font color='green'>
 <ul>
  <c:foreach flag=errmsg  items=""${errorMsgs}"">
  <li>$errmsg</li>
  </c:forEach>
 </ul>
</font>
The code snippet contains some errors.  Predict the correct code."	MCQ	<font color='green'> <ul> <c:forEach flag=errmsg items="${errorMsgs}"> <li>$errmsg</li> </c:forEach> </ul> </font>	<font color='green'> <ul> <c:forEach flag="errmsg" items="${errorMsgs}"> <li>${errmsg}</li> </c:forEach> </ul> </font>	<font color='green'> <ul> <c:forEach flag="errmsg" items="${errorMsgs}"> <li>$errmsg</li> </c:forEach> </ul> </font>	<font color='green'> <ul> <c:forEach flag=errmsg items="${errorMsgs}"> <li>${errmsg}</li> </c:forEach> </ul> </font>		0	1	0	0	
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
If you would like the JSP container to first try to find the “myBeanAttribute” attribute in the request scope. If it’s not existing then should create the instance of “MyBean” and then assign it to the “myBeanAttribute “ id variable in JSP and sets it as an attribute to the request scope.
Which of the given option will help you to attain this?"	MCQ	<jsp:useBean id="myBeanAttribute" class=”com.cts.MyBean" scope="request" />	<jsp:useBean id="myBeanAttribute" class=”com.cts.MyBean" />	<jsp:useBean id="myBeanAttribute" type=”com.cts.MyBean" scope=”request”/>	<jsp:useBean id="myBeanAttribute" type=”com.cts.MyBean" />		1	0	0	0	
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
Smith is developing an application using Java Server Pages. The name of the component that he has 
created is ""Emp"". he has included the following statement in her application:
<jsp:setProperty name=""Emp"" property=* />
What would be the result of the above code?"	MCQ	It will iterate over the current ServletRequest parameters setting each matched property to the value of the matching parameter	It will iterate over the current ServletRequest parameters getting each property to the value of the parameter	It will give a run-time error.	It will iterate over the current ServletRequest parameters and would not set any property to the value of the matching parameter		1	0	0	0	
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
Consider the following code snippet:
<jsp:forward page=""relativeURLspec""/>
Which of the following statements is true about the execution status of the page where this statement has been written?"	MCQ	The execution of the current page continues.	The execution of the current page is terminated.	A run time error is displayed.	A message box stating for user's confirmation about termination or continuation of the application is displayed.		0	1	0	0	
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
In an web page how would you write the JSP standard action code to import a JSP segment that generates user preference specific content?"	MCQ	<jsp:include page=”user-pref.jsp”> <jsp:param name=”userPref” value=”${user.preference}” /> </jsp:include>	<jsp:import page=”user-pref.jsp”> <jsp:param name=”userPref” value=”${user.preference}” /> </jsp:include>	<jsp:import file=”user-pref.jsp”> <jsp:param name=”userPref” value=”${user.preference}” /> </jsp:import>	<jsp:include path=”user-pref.jsp”> <jsp:param name=”userPref” value=”${user.preference}” /> </jsp:include>		1	0	0	0	
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
Given a servlet that stores an Account bean in the session scope with the following code snippet:
public void doPost(HttpServletRequest req, HttpServletResponse resp) {
     HttpSession session = req.getSession();
     com.cts.Account acc= new com.cts.Account();
     emp.setAccountNumber(req.getParameter(“acc_num”));
     session.setAttribute(“account”, acc);
     RequestDispatcher page = req.getRequestDispatcher(“index.jsp”);
     page.forward(req, resp);
}
Which of these complete JSPs will print the account number?"	MCQ	<%= account.getAccountNumber() %>	<%= employee.getAccountNumber();%>	<jsp:useBean id="account" type=”com.cts.Account” /> <%= employee.getAccountNumber(); %>	<jsp:useBean id="account" type="com.cts.Account” scope="session"/> <jsp:getProperty name="account" property="accountNumber" />	<jsp:useBean id="account" type="com.cts.Account" scope="session"> <jsp:getProperty name="account" property="accountNumber" /> </jsp:useBean>	0	0	0	1	0
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
What is the effect of executing the following JSP statement, assuming a class with name Employee exists in com.cts package.
<jsp:useBean id=""employee"" class=""com.cts.Employee"" scope=""session""/>
<jsp:setProperty name=""employee"" property=""*""/>"	MCQ	The code does not compile as property attribute cannot take * as a value.	The code sets value of all properties of employee bean to "*".	The code sets the values of all properties of employee bean with default values.	The code does not compile as there is no property attribute of setProperty tag.	None of the given option	0	0	0	0	1
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
 Consider the following code snippet of JSP Bean:
<jsp:usebean identity=""login"" scope=""Session"" class=s.beans.LoginBean>
<%!
login.setValue(request.getParameter(""Loginid""));
login.setAddress(request.getParameter(""address""));
%>
<jsp:usebean>
However the preceding code contains errors. Predict the correct code."	MCQ	<jsp:useBean id="login" scope="Session" class="s.beans.LoginBean"> <% login.setValue(request.getParameter("Loginid")); login.setAddress(request.getParameter("address")); %> </jsp:useBean>	<jsp:useBean identity="login" scope="Session" class="s.beans.LoginBean"> <%! login.setValue(request.getParameter("Loginid")); login.setAddress(request.getParameter("address")); %> <jsp:useBean>	<jsp:useBean id="login" scope="Session" class="s.beans.LoginBean"> login.setValue(request.getParameter("Loginid")); login.setAddress(request.getParameter("address")); </jsp:useBean>	<jsp:useBean id="login" scope="Session" class="s.beans.LoginBean"> <login.setValue(request.getParameter("Loginid"));/> <login.setAddress(request.getParameter("address"));/> </jsp:useBean>		1	0	0	0	
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
Lisa is a web developer she developing dynamic web application using JSP. She want to include ""Header.jsp"" in all JSP page which she have designed. Which of the following statement includes Header.jsp file?
1.<jsp:include page=“Header.jsp”/>
2.<jsp:include file=“Header.jsp”/>
3.<%@include file=“Header.jsp”%>
4.<%@include page=“Header.jsp”%>"	MCQ	1&3	2&3	1&2	3&4		1	0	0	0	
JSP - Beans & Action-Application	"Carefully read the question and answer accordingly.
For the given Employee class
package com.cts;
public class Employee{
  private String strEmpID=""""; 
  public String getEmpId()  { 
      return this.strEmpID; 
  } 
  public void setEmpId(String strEmpID){ 
 this.strEmpID=strEmpID; 
 } 
} 
We have the JSP file
<jsp:useBean id=""employee"" class=""com.cts.Employee"" scope=""request"">   
   <property name=""person"" property=""empId"" value=""<%= request.getParameter(""empId"")%>"" />   
</jsp:useBean>   
<html>   
<body>   
Employee Id: 
</body></html>
Identify the JSP tag from the given options to print the employee id."	MCQ	<jsp:getProperty name="employee" property="strEmpID"/>	<Jsp:getProperty name="employee" property="EmpID"/>	<Jsp:getProperty name="employee" property="empId"/>	<jsp:getProperty name="employee" property="employee.empId"/>		0	0	1	0	
